id,model,provider,strategy,post,true_sentiment,true_topic,raw_output,pred_sentiment,pred_topic,latency_seconds,error
14,typeform/distilbert-base-uncased-mnli,hf_local,few_shot,"Okay, fair enough lining up for new tech, but not at the cost of #sxsw... It is so much better than a new iPad... {link}",negative,iPad,"{""sentiment_labels"": [""positive"", ""neutral"", ""negative""], ""sentiment_scores"": [0.6576068997383118, 0.19145242869853973, 0.1509406715631485], ""topic_labels"": [""iPad or iPhone App"", ""iPhone"", ""iPad"", ""Apple"", ""Android"", ""Other Google product or service"", ""Google""], ""topic_scores"": [0.168669193983078, 0.15629549324512482, 0.15265823900699615, 0.1359506994485855, 0.1329679638147354, 0.1318022906780243, 0.12165606021881104], ""sentiment"": ""positive"", ""topic"": ""iPad or iPhone App""}",positive,iPad or iPhone App,0.0753053028000673,
15,typeform/distilbert-base-uncased-mnli,hf_local,few_shot,People in this Apple store do not...smell great. #sxsw #hereforwork #nottheipad2,negative,Apple,"{""sentiment_labels"": [""positive"", ""neutral"", ""negative""], ""sentiment_scores"": [0.4131843149662018, 0.40588510036468506, 0.18093061447143555], ""topic_labels"": [""iPad"", ""iPhone"", ""Apple"", ""iPad or iPhone App"", ""Other Google product or service"", ""Google"", ""Android""], ""topic_scores"": [0.21917302906513214, 0.19980214536190033, 0.17891089618206024, 0.1534598171710968, 0.11506354063749313, 0.07247485965490341, 0.061115771532058716], ""sentiment"": ""positive"", ""topic"": ""iPad""}",positive,iPad,0.0753053028000673,
16,typeform/distilbert-base-uncased-mnli,hf_local,few_shot,"L.A.M.E. RT @mention ""...by the law of averages, better than Buzz"" RT @mention ""Google Circles will be ______ "" #sxsw",negative,Other Google product or service,"{""sentiment_labels"": [""positive"", ""neutral"", ""negative""], ""sentiment_scores"": [0.4161950349807739, 0.3431170582771301, 0.24068786203861237], ""topic_labels"": [""Other Google product or service"", ""Google"", ""iPad or iPhone App"", ""iPad"", ""Android"", ""iPhone"", ""Apple""], ""topic_scores"": [0.23908697068691254, 0.23805131018161774, 0.21913975477218628, 0.10645747184753418, 0.09166453033685684, 0.06812945753335953, 0.037470493465662], ""sentiment"": ""positive"", ""topic"": ""Other Google product or service""}",positive,Other Google product or service,0.0753053028000673,
17,typeform/distilbert-base-uncased-mnli,hf_local,few_shot,RT @mention Novelty of iPad news apps fades fast among #SXSW delegates - by @mention {link},negative,iPad or iPhone App,"{""sentiment_labels"": [""neutral"", ""positive"", ""negative""], ""sentiment_scores"": [0.35483962297439575, 0.35255518555641174, 0.2926052510738373], ""topic_labels"": [""iPad or iPhone App"", ""iPad"", ""Android"", ""iPhone"", ""Apple"", ""Other Google product or service"", ""Google""], ""topic_scores"": [0.45054906606674194, 0.1578235626220703, 0.11991764605045319, 0.10798969119787216, 0.09938690066337585, 0.041318878531455994, 0.023014269769191742], ""sentiment"": ""neutral"", ""topic"": ""iPad or iPhone App""}",neutral,iPad or iPhone App,0.0753053028000673,
18,typeform/distilbert-base-uncased-mnli,hf_local,few_shot,Grrr..plancast stuff exported to Google calendar in San Diego/pacific time did not shift to central tme #wack #sxsw,negative,Google,"{""sentiment_labels"": [""positive"", ""negative"", ""neutral""], ""sentiment_scores"": [0.38504984974861145, 0.31564608216285706, 0.2993040680885315], ""topic_labels"": [""Google"", ""Android"", ""Other Google product or service"", ""iPad or iPhone App"", ""iPhone"", ""iPad"", ""Apple""], ""topic_scores"": [0.17696408927440643, 0.17110377550125122, 0.16620923578739166, 0.1523626297712326, 0.12757621705532074, 0.10768700391054153, 0.09809708595275879], ""sentiment"": ""positive"", ""topic"": ""Google""}",positive,Google,0.0753053028000673,
19,typeform/distilbert-base-uncased-mnli,hf_local,few_shot,RT @mention Nothing says DOUCHE CAKE like walking around with a IPAD like it's an Iphone #sxsw,negative,iPad,"{""sentiment_labels"": [""neutral"", ""negative"", ""positive""], ""sentiment_scores"": [0.49890610575675964, 0.2675446569919586, 0.23354928195476532], ""topic_labels"": [""iPad or iPhone App"", ""iPad"", ""iPhone"", ""Android"", ""Apple"", ""Other Google product or service"", ""Google""], ""topic_scores"": [0.8651455044746399, 0.05974162742495537, 0.024918396025896072, 0.02370256744325161, 0.01490673515945673, 0.006467429455369711, 0.005117780528962612], ""sentiment"": ""neutral"", ""topic"": ""iPad or iPhone App""}",neutral,iPad or iPhone App,0.0753053028000673,
20,typeform/distilbert-base-uncased-mnli,hf_local,few_shot,Auntie's voxpop of popular #sxsw apps is worth a watch: {link} Not many Android phones on view.,negative,Android,"{""sentiment_labels"": [""positive"", ""neutral"", ""negative""], ""sentiment_scores"": [0.3940490782260895, 0.375260591506958, 0.23069027066230774], ""topic_labels"": [""iPad or iPhone App"", ""iPad"", ""iPhone"", ""Android"", ""Other Google product or service"", ""Google"", ""Apple""], ""topic_scores"": [0.46646514534950256, 0.15690721571445465, 0.10803412646055222, 0.09326780587434769, 0.07998830825090408, 0.052758004516363144, 0.04257937893271446], ""sentiment"": ""positive"", ""topic"": ""iPad or iPhone App""}",positive,iPad or iPhone App,0.0753053028000673,
21,typeform/distilbert-base-uncased-mnli,hf_local,few_shot,@mention You can get an iPad 1 for under $350 now. And they'll be $99 before you know it. Look at iPhone. #newsapps #sxsw,neutral,iPad,"{""sentiment_labels"": [""positive"", ""neutral"", ""negative""], ""sentiment_scores"": [0.4478568434715271, 0.30766648054122925, 0.2444765865802765], ""topic_labels"": [""iPad or iPhone App"", ""iPad"", ""iPhone"", ""Apple"", ""Android"", ""Other Google product or service"", ""Google""], ""topic_scores"": [0.23701784014701843, 0.14724598824977875, 0.14143964648246765, 0.12632988393306732, 0.12477095425128937, 0.11840894818305969, 0.10478674620389938], ""sentiment"": ""positive"", ""topic"": ""iPad or iPhone App""}",positive,iPad or iPhone App,0.0753053028000673,
22,typeform/distilbert-base-uncased-mnli,hf_local,few_shot,"On the couch with iPad propped on my gut full of breakfast tacos. A dangerous position for inertia. What's happening tonight, #SXSW friends?",neutral,iPad,"{""sentiment_labels"": [""negative"", ""positive"", ""neutral""], ""sentiment_scores"": [0.48070603609085083, 0.2998714745044708, 0.21942241489887238], ""topic_labels"": [""iPad or iPhone App"", ""iPad"", ""Other Google product or service"", ""iPhone"", ""Google"", ""Apple"", ""Android""], ""topic_scores"": [0.23317554593086243, 0.22022363543510437, 0.15485848486423492, 0.13295698165893555, 0.11063604056835175, 0.09441135078668594, 0.05373792350292206], ""sentiment"": ""negative"", ""topic"": ""iPad or iPhone App""}",negative,iPad or iPhone App,0.0753053028000673,
23,typeform/distilbert-base-uncased-mnli,hf_local,few_shot,Is music happening at #SXSW or is it just a lamewad promo fest for #zappos #Apple #Samsung etc. ????,neutral,Apple,"{""sentiment_labels"": [""negative"", ""positive"", ""neutral""], ""sentiment_scores"": [0.4063907265663147, 0.31728649139404297, 0.2763228118419647], ""topic_labels"": [""iPad or iPhone App"", ""iPhone"", ""iPad"", ""Apple"", ""Other Google product or service"", ""Android"", ""Google""], ""topic_scores"": [0.39040255546569824, 0.1655261516571045, 0.15581685304641724, 0.10698399692773819, 0.07729481905698776, 0.060424286872148514, 0.043551377952098846], ""sentiment"": ""negative"", ""topic"": ""iPad or iPhone App""}",negative,iPad or iPhone App,0.0753053028000673,
24,typeform/distilbert-base-uncased-mnli,hf_local,few_shot,New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by #Mashable {link} by @mention #app,neutral,iPad or iPhone App,"{""sentiment_labels"": [""positive"", ""neutral"", ""negative""], ""sentiment_scores"": [0.4525793492794037, 0.30165785551071167, 0.24576282501220703], ""topic_labels"": [""iPad or iPhone App"", ""iPad"", ""iPhone"", ""Android"", ""Apple"", ""Other Google product or service"", ""Google""], ""topic_scores"": [0.34744834899902344, 0.19521179795265198, 0.14780014753341675, 0.13522343337535858, 0.07409721612930298, 0.06305301189422607, 0.03716595470905304], ""sentiment"": ""positive"", ""topic"": ""iPad or iPhone App""}",positive,iPad or iPhone App,0.0753053028000673,
25,typeform/distilbert-base-uncased-mnli,hf_local,few_shot,"Check out iPad Design Headaches (2 Tablets, Call in the Morning) at SXSW. {link} #SXSW #tapworthy",neutral,iPad,"{""sentiment_labels"": [""positive"", ""negative"", ""neutral""], ""sentiment_scores"": [0.49978694319725037, 0.33228781819343567, 0.16792526841163635], ""topic_labels"": [""iPad or iPhone App"", ""Other Google product or service"", ""iPhone"", ""Android"", ""iPad"", ""Apple"", ""Google""], ""topic_scores"": [0.19492195546627045, 0.1503787636756897, 0.14190523326396942, 0.14011640846729279, 0.13419131934642792, 0.13154087960720062, 0.10694549232721329], ""sentiment"": ""positive"", ""topic"": ""iPad or iPhone App""}",positive,iPad or iPhone App,0.0753053028000673,
26,typeform/distilbert-base-uncased-mnli,hf_local,few_shot,Looks like I was an hour late for getting an ipad. #SXSW #sadpanda,neutral,iPad,"{""sentiment_labels"": [""neutral"", ""positive"", ""negative""], ""sentiment_scores"": [0.34732815623283386, 0.3470180928707123, 0.30565375089645386], ""topic_labels"": [""iPad or iPhone App"", ""Android"", ""iPad"", ""iPhone"", ""Apple"", ""Other Google product or service"", ""Google""], ""topic_scores"": [0.1934308558702469, 0.1571761965751648, 0.14850683510303497, 0.1383078396320343, 0.13800019025802612, 0.13736936450004578, 0.08720869570970535], ""sentiment"": ""neutral"", ""topic"": ""iPad or iPhone App""}",neutral,iPad or iPhone App,0.0753053028000673,
27,typeform/distilbert-base-uncased-mnli,hf_local,few_shot,"Saw a company today ready to launch, sounds a lot like Google Circles, but with actual personal privacy www.mycube.com #sxsw",neutral,Other Google product or service,"{""sentiment_labels"": [""neutral"", ""positive"", ""negative""], ""sentiment_scores"": [0.7248413562774658, 0.14748914539813995, 0.1276695281267166], ""topic_labels"": [""Google"", ""Other Google product or service"", ""Android"", ""iPhone"", ""iPad or iPhone App"", ""iPad"", ""Apple""], ""topic_scores"": [0.43020761013031006, 0.21233700215816498, 0.18211960792541504, 0.07270260155200958, 0.04436526447534561, 0.041294097900390625, 0.01697385124862194], ""sentiment"": ""neutral"", ""topic"": ""Google""}",neutral,Google,0.0753053028000673,
28,typeform/distilbert-base-uncased-mnli,hf_local,few_shot,Google (tries again) to launch a new social network called Circles: {link} #sxsw,neutral,Google,"{""sentiment_labels"": [""positive"", ""neutral"", ""negative""], ""sentiment_scores"": [0.3497428297996521, 0.33938995003700256, 0.3108673095703125], ""topic_labels"": [""Google"", ""Other Google product or service"", ""iPhone"", ""iPad or iPhone App"", ""Android"", ""iPad"", ""Apple""], ""topic_scores"": [0.2710617780685425, 0.23742511868476868, 0.1472020149230957, 0.13720925152301788, 0.1037004292011261, 0.05619338899850845, 0.047208044677972794], ""sentiment"": ""positive"", ""topic"": ""Google""}",positive,Google,0.0753053028000673,
29,typeform/distilbert-base-uncased-mnli,hf_local,few_shot,"All the posts from #sxsw are making me jealous. BTW #sxsw auto corrects as ass's on the iPad. No joke, check it.",neutral,iPad,"{""sentiment_labels"": [""negative"", ""positive"", ""neutral""], ""sentiment_scores"": [0.46032798290252686, 0.3808765709400177, 0.15879547595977783], ""topic_labels"": [""iPad or iPhone App"", ""iPad"", ""iPhone"", ""Android"", ""Other Google product or service"", ""Google"", ""Apple""], ""topic_scores"": [0.27261313796043396, 0.20427992939949036, 0.16380809247493744, 0.13991080224514008, 0.09764386713504791, 0.06120755150914192, 0.06053660437464714], ""sentiment"": ""negative"", ""topic"": ""iPad or iPhone App""}",negative,iPad or iPhone App,0.0753053028000673,
30,typeform/distilbert-base-uncased-mnli,hf_local,few_shot,"RT @mention In iPad Design Headaches: Take Two Tablets, Call Me in the AM panel - excited to hear @mention live! #sxsw",neutral,iPad,"{""sentiment_labels"": [""positive"", ""negative"", ""neutral""], ""sentiment_scores"": [0.6069241762161255, 0.25103750824928284, 0.1420382559299469], ""topic_labels"": [""iPad or iPhone App"", ""Android"", ""iPhone"", ""iPad"", ""Apple"", ""Other Google product or service"", ""Google""], ""topic_scores"": [0.2791461944580078, 0.14977027475833893, 0.14142589271068573, 0.12858878076076508, 0.12200222164392471, 0.0981891080737114, 0.08087756484746933], ""sentiment"": ""positive"", ""topic"": ""iPad or iPhone App""}",positive,iPad or iPhone App,0.0753053028000673,
1,typeform/distilbert-base-uncased-mnli,hf_local,structured_json,This dude next to me is holding and using an iPad 2 like it's a trophy. #sxsw #lookingforwardtothemusicfest,positive,iPad,"{""sentiment_labels"": [""positive"", ""negative"", ""neutral""], ""sentiment_scores"": [0.5133087038993835, 0.3913991451263428, 0.09529220312833786], ""topic_labels"": [""iPad or iPhone App"", ""iPad"", ""iPhone"", ""Android"", ""Apple"", ""Other Google product or service"", ""Google""], ""topic_scores"": [0.5944092869758606, 0.27956539392471313, 0.07556574046611786, 0.023515736684203148, 0.020948540419340134, 0.005365021526813507, 0.000630249094683677], ""sentiment"": ""positive"", ""topic"": ""iPad or iPhone App""}",positive,iPad or iPhone App,0.0687705055325447,
2,typeform/distilbert-base-uncased-mnli,hf_local,structured_json,RT @mention I hope everyone has an awesome weekend at #SXSW! I know @mention is giving away some great Apple prizes.,positive,Apple,"{""sentiment_labels"": [""positive"", ""neutral"", ""negative""], ""sentiment_scores"": [0.7586561441421509, 0.15981356799602509, 0.0815303772687912], ""topic_labels"": [""Apple"", ""iPad or iPhone App"", ""iPhone"", ""Other Google product or service"", ""iPad"", ""Google"", ""Android""], ""topic_scores"": [0.29935333132743835, 0.223879873752594, 0.16452430188655853, 0.15041112899780273, 0.08749347925186157, 0.038910120725631714, 0.035427846014499664], ""sentiment"": ""positive"", ""topic"": ""Apple""}",positive,Apple,0.0687705055325447,
3,typeform/distilbert-base-uncased-mnli,hf_local,structured_json,RT @mention line moving fast! Rt @mention have seen two impressive lines since I'm at #SXSW the one at the Apple Store & @mention party now,positive,Apple,"{""sentiment_labels"": [""positive"", ""neutral"", ""negative""], ""sentiment_scores"": [0.6255592703819275, 0.2841793894767761, 0.090261310338974], ""topic_labels"": [""Apple"", ""iPhone"", ""iPad or iPhone App"", ""iPad"", ""Other Google product or service"", ""Android"", ""Google""], ""topic_scores"": [0.25022760033607483, 0.1829771250486374, 0.15424035489559174, 0.13674111664295197, 0.11787138134241104, 0.08489421010017395, 0.07304827868938446], ""sentiment"": ""positive"", ""topic"": ""Apple""}",positive,Apple,0.0687705055325447,
4,typeform/distilbert-base-uncased-mnli,hf_local,structured_json,Last minute flight change to #sxsw means I can pick up an iPad 2 before I leave! #fb,positive,iPad,"{""sentiment_labels"": [""positive"", ""negative"", ""neutral""], ""sentiment_scores"": [0.43618008494377136, 0.3239618241786957, 0.23985812067985535], ""topic_labels"": [""iPad or iPhone App"", ""iPad"", ""iPhone"", ""Apple"", ""Android"", ""Other Google product or service"", ""Google""], ""topic_scores"": [0.18931610882282257, 0.1656367927789688, 0.1632358580827713, 0.15944762527942657, 0.14635780453681946, 0.12199380248785019, 0.05401201546192169], ""sentiment"": ""positive"", ""topic"": ""iPad or iPhone App""}",positive,iPad or iPhone App,0.0687705055325447,
5,typeform/distilbert-base-uncased-mnli,hf_local,structured_json,"YES RT @mention LoL U r gadgetzilla! Have fun! @mention It's #SXSW Festival time. OMG I'm scared! Got my netbook, #iPad & my droid!",positive,iPad,"{""sentiment_labels"": [""positive"", ""neutral"", ""negative""], ""sentiment_scores"": [0.7994154095649719, 0.12023495137691498, 0.08034957945346832], ""topic_labels"": [""iPad or iPhone App"", ""iPad"", ""Other Google product or service"", ""iPhone"", ""Android"", ""Apple"", ""Google""], ""topic_scores"": [0.35869282484054565, 0.2535841763019562, 0.14596617221832275, 0.11506152898073196, 0.054799050092697144, 0.04267650842666626, 0.029219666495919228], ""sentiment"": ""positive"", ""topic"": ""iPad or iPhone App""}",positive,iPad or iPhone App,0.0687705055325447,
6,typeform/distilbert-base-uncased-mnli,hf_local,structured_json,"bored at #SxSW, try this iphone app: {link}",positive,iPad or iPhone App,"{""sentiment_labels"": [""negative"", ""neutral"", ""positive""], ""sentiment_scores"": [0.6497954726219177, 0.23830321431159973, 0.11190130561590195], ""topic_labels"": [""iPhone"", ""Apple"", ""iPad or iPhone App"", ""Android"", ""iPad"", ""Other Google product or service"", ""Google""], ""topic_scores"": [0.32487285137176514, 0.23478709161281586, 0.1133427619934082, 0.11218124628067017, 0.09274643659591675, 0.07435177266597748, 0.047717832028865814], ""sentiment"": ""negative"", ""topic"": ""iPhone""}",negative,iPhone,0.0687705055325447,
7,typeform/distilbert-base-uncased-mnli,hf_local,structured_json,Holler Gram for iPad on the iTunes App Store: {link} via @mention all you #SXSW-sters great App from #MadebyMany - Free,positive,iPad or iPhone App,"{""sentiment_labels"": [""negative"", ""positive"", ""neutral""], ""sentiment_scores"": [0.4418424367904663, 0.4296437203884125, 0.12851375341415405], ""topic_labels"": [""iPad or iPhone App"", ""iPad"", ""iPhone"", ""Apple"", ""Other Google product or service"", ""Android"", ""Google""], ""topic_scores"": [0.47397324442863464, 0.198102667927742, 0.14039239287376404, 0.09527383744716644, 0.046266768127679825, 0.03098943829536438, 0.015001669526100159], ""sentiment"": ""negative"", ""topic"": ""iPad or iPhone App""}",negative,iPad or iPhone App,0.0687705055325447,
8,typeform/distilbert-base-uncased-mnli,hf_local,structured_json,"All this #sxsw gadget lust is rubbing off on me, I think I want an iPad 2... must escape soon!",positive,iPad,"{""sentiment_labels"": [""negative"", ""positive"", ""neutral""], ""sentiment_scores"": [0.7087438702583313, 0.21209567785263062, 0.07916045188903809], ""topic_labels"": [""iPad or iPhone App"", ""iPhone"", ""iPad"", ""Android"", ""Other Google product or service"", ""Apple"", ""Google""], ""topic_scores"": [0.2564617693424225, 0.24422597885131836, 0.19744016230106354, 0.14985015988349915, 0.06562142074108124, 0.06422129273414612, 0.02217920310795307], ""sentiment"": ""negative"", ""topic"": ""iPad or iPhone App""}",negative,iPad or iPhone App,0.0687705055325447,
9,typeform/distilbert-base-uncased-mnli,hf_local,structured_json,"#GoogleDoodle #sxsw Google Doodles, simple on the surface, complex and intricate underneath.",positive,Other Google product or service,"{""sentiment_labels"": [""positive"", ""negative"", ""neutral""], ""sentiment_scores"": [0.6799888014793396, 0.20111028850078583, 0.11890093982219696], ""topic_labels"": [""Other Google product or service"", ""Google"", ""iPad or iPhone App"", ""Android"", ""iPad"", ""iPhone"", ""Apple""], ""topic_scores"": [0.293336421251297, 0.26055964827537537, 0.15882907807826996, 0.13201992213726044, 0.07598879188299179, 0.05236115679144859, 0.026904970407485962], ""sentiment"": ""positive"", ""topic"": ""Other Google product or service""}",positive,Other Google product or service,0.0687705055325447,
10,typeform/distilbert-base-uncased-mnli,hf_local,structured_json,keep up with new on #Japan quake from iPhone at #SXSW - NHK World TV Live {link},positive,iPhone,"{""sentiment_labels"": [""positive"", ""negative"", ""neutral""], ""sentiment_scores"": [0.5229859352111816, 0.33757367730140686, 0.1394404023885727], ""topic_labels"": [""iPhone"", ""iPad or iPhone App"", ""Apple"", ""Other Google product or service"", ""iPad"", ""Android"", ""Google""], ""topic_scores"": [0.2630937099456787, 0.24746476113796234, 0.24458450078964233, 0.11669307947158813, 0.05961914360523224, 0.04372180998325348, 0.024822933599352837], ""sentiment"": ""positive"", ""topic"": ""iPhone""}",positive,iPhone,0.0687705055325447,
11,typeform/distilbert-base-uncased-mnli,hf_local,structured_json,@mention really disappointed with the iPad app - lots of error messages have to switch to tweet deck for the rest of #sxsw,negative,iPad or iPhone App,"{""sentiment_labels"": [""negative"", ""neutral"", ""positive""], ""sentiment_scores"": [0.694180428981781, 0.18554364144802094, 0.12027596682310104], ""topic_labels"": [""Android"", ""iPhone"", ""iPad or iPhone App"", ""iPad"", ""Apple"", ""Other Google product or service"", ""Google""], ""topic_scores"": [0.19634145498275757, 0.1627037078142166, 0.1581861823797226, 0.15788964927196503, 0.14979994297027588, 0.10435882955789566, 0.07072021067142487], ""sentiment"": ""negative"", ""topic"": ""Android""}",negative,Android,0.0687705055325447,
12,typeform/distilbert-base-uncased-mnli,hf_local,structured_json,"Overheard at #sxsw interactive: ""Arg! I hate the iphone! I want my blackberry back"" #shocked",negative,iPhone,"{""sentiment_labels"": [""negative"", ""neutral"", ""positive""], ""sentiment_scores"": [0.7052710652351379, 0.1488064080476761, 0.14592251181602478], ""topic_labels"": [""iPad or iPhone App"", ""iPad"", ""Apple"", ""Other Google product or service"", ""iPhone"", ""Android"", ""Google""], ""topic_scores"": [0.17702016234397888, 0.17508070170879364, 0.1678607016801834, 0.15970438718795776, 0.13571475446224213, 0.12945663928985596, 0.055162616074085236], ""sentiment"": ""negative"", ""topic"": ""iPad or iPhone App""}",negative,iPad or iPhone App,0.0687705055325447,
13,typeform/distilbert-base-uncased-mnli,hf_local,structured_json,Apple takes bruises from panelists. Not well regarded in sustainability space. Corporate Sustainability Reporting and Transparency. #SXSW,negative,Apple,"{""sentiment_labels"": [""negative"", ""neutral"", ""positive""], ""sentiment_scores"": [0.6537468433380127, 0.19576649367809296, 0.15048664808273315], ""topic_labels"": [""Apple"", ""iPhone"", ""iPad"", ""iPad or iPhone App"", ""Other Google product or service"", ""Google"", ""Android""], ""topic_scores"": [0.29686981439590454, 0.15996500849723816, 0.11614961177110672, 0.11405541747808456, 0.11141741275787354, 0.10570390522480011, 0.09583874046802521], ""sentiment"": ""negative"", ""topic"": ""Apple""}",negative,Apple,0.0687705055325447,
14,typeform/distilbert-base-uncased-mnli,hf_local,structured_json,"Okay, fair enough lining up for new tech, but not at the cost of #sxsw... It is so much better than a new iPad... {link}",negative,iPad,"{""sentiment_labels"": [""positive"", ""neutral"", ""negative""], ""sentiment_scores"": [0.4597499370574951, 0.3254670202732086, 0.21478302776813507], ""topic_labels"": [""iPhone"", ""iPad"", ""iPad or iPhone App"", ""Android"", ""Apple"", ""Other Google product or service"", ""Google""], ""topic_scores"": [0.2141340672969818, 0.21249553561210632, 0.15056094527244568, 0.1451129913330078, 0.11105188727378845, 0.10111018270254135, 0.06553441286087036], ""sentiment"": ""positive"", ""topic"": ""iPhone""}",positive,iPhone,0.0687705055325447,
15,typeform/distilbert-base-uncased-mnli,hf_local,structured_json,People in this Apple store do not...smell great. #sxsw #hereforwork #nottheipad2,negative,Apple,"{""sentiment_labels"": [""positive"", ""neutral"", ""negative""], ""sentiment_scores"": [0.4084104597568512, 0.36730077862739563, 0.22428876161575317], ""topic_labels"": [""Apple"", ""iPhone"", ""iPad"", ""iPad or iPhone App"", ""Other Google product or service"", ""Android"", ""Google""], ""topic_scores"": [0.31623613834381104, 0.30915287137031555, 0.14589610695838928, 0.10272083431482315, 0.061082273721694946, 0.04190227389335632, 0.023009488359093666], ""sentiment"": ""positive"", ""topic"": ""Apple""}",positive,Apple,0.0687705055325447,
16,typeform/distilbert-base-uncased-mnli,hf_local,structured_json,"L.A.M.E. RT @mention ""...by the law of averages, better than Buzz"" RT @mention ""Google Circles will be ______ "" #sxsw",negative,Other Google product or service,"{""sentiment_labels"": [""positive"", ""negative"", ""neutral""], ""sentiment_scores"": [0.43729013204574585, 0.40242838859558105, 0.16028153896331787], ""topic_labels"": [""Other Google product or service"", ""Google"", ""iPad or iPhone App"", ""iPhone"", ""iPad"", ""Android"", ""Apple""], ""topic_scores"": [0.5260562300682068, 0.21351580321788788, 0.1075311154127121, 0.04624077305197716, 0.03700368106365204, 0.0363067090511322, 0.0333457887172699], ""sentiment"": ""positive"", ""topic"": ""Other Google product or service""}",positive,Other Google product or service,0.0687705055325447,
17,typeform/distilbert-base-uncased-mnli,hf_local,structured_json,RT @mention Novelty of iPad news apps fades fast among #SXSW delegates - by @mention {link},negative,iPad or iPhone App,"{""sentiment_labels"": [""positive"", ""negative"", ""neutral""], ""sentiment_scores"": [0.4464993178844452, 0.33384448289871216, 0.21965622901916504], ""topic_labels"": [""Android"", ""iPad or iPhone App"", ""Apple"", ""Other Google product or service"", ""iPhone"", ""iPad"", ""Google""], ""topic_scores"": [0.19310225546360016, 0.16108164191246033, 0.15383708477020264, 0.1534811407327652, 0.14900656044483185, 0.10248785465955734, 0.08700341731309891], ""sentiment"": ""positive"", ""topic"": ""Android""}",positive,Android,0.0687705055325447,
18,typeform/distilbert-base-uncased-mnli,hf_local,structured_json,Grrr..plancast stuff exported to Google calendar in San Diego/pacific time did not shift to central tme #wack #sxsw,negative,Google,"{""sentiment_labels"": [""positive"", ""negative"", ""neutral""], ""sentiment_scores"": [0.415002703666687, 0.32934802770614624, 0.255649209022522], ""topic_labels"": [""Other Google product or service"", ""Google"", ""iPad or iPhone App"", ""Android"", ""iPhone"", ""iPad"", ""Apple""], ""topic_scores"": [0.3549095094203949, 0.22078274190425873, 0.13938400149345398, 0.09072922170162201, 0.08260264992713928, 0.060644522309303284, 0.050947342067956924], ""sentiment"": ""positive"", ""topic"": ""Other Google product or service""}",positive,Other Google product or service,0.0687705055325447,
19,typeform/distilbert-base-uncased-mnli,hf_local,structured_json,RT @mention Nothing says DOUCHE CAKE like walking around with a IPAD like it's an Iphone #sxsw,negative,iPad,"{""sentiment_labels"": [""positive"", ""neutral"", ""negative""], ""sentiment_scores"": [0.3476787209510803, 0.34589844942092896, 0.3064228892326355], ""topic_labels"": [""iPad or iPhone App"", ""iPhone"", ""iPad"", ""Android"", ""Apple"", ""Other Google product or service"", ""Google""], ""topic_scores"": [0.37898004055023193, 0.16567416489124298, 0.14372731745243073, 0.10561873763799667, 0.09746111184358597, 0.08636029064655304, 0.022178327664732933], ""sentiment"": ""positive"", ""topic"": ""iPad or iPhone App""}",positive,iPad or iPhone App,0.0687705055325447,
20,typeform/distilbert-base-uncased-mnli,hf_local,structured_json,Auntie's voxpop of popular #sxsw apps is worth a watch: {link} Not many Android phones on view.,negative,Android,"{""sentiment_labels"": [""positive"", ""negative"", ""neutral""], ""sentiment_scores"": [0.6461305022239685, 0.21908889710903168, 0.13478069007396698], ""topic_labels"": [""iPhone"", ""iPad or iPhone App"", ""Other Google product or service"", ""Android"", ""iPad"", ""Google"", ""Apple""], ""topic_scores"": [0.35241514444351196, 0.21171686053276062, 0.15428128838539124, 0.14460058510303497, 0.05447949096560478, 0.050608742982149124, 0.03189787268638611], ""sentiment"": ""positive"", ""topic"": ""iPhone""}",positive,iPhone,0.0687705055325447,
21,typeform/distilbert-base-uncased-mnli,hf_local,structured_json,@mention You can get an iPad 1 for under $350 now. And they'll be $99 before you know it. Look at iPhone. #newsapps #sxsw,neutral,iPad,"{""sentiment_labels"": [""positive"", ""negative"", ""neutral""], ""sentiment_scores"": [0.4372415840625763, 0.3582480549812317, 0.2045104056596756], ""topic_labels"": [""iPad or iPhone App"", ""iPad"", ""iPhone"", ""Apple"", ""Other Google product or service"", ""Android"", ""Google""], ""topic_scores"": [0.2631574273109436, 0.19301410019397736, 0.18333986401557922, 0.12006735056638718, 0.10201191902160645, 0.0967547819018364, 0.04165458306670189], ""sentiment"": ""positive"", ""topic"": ""iPad or iPhone App""}",positive,iPad or iPhone App,0.0687705055325447,
22,typeform/distilbert-base-uncased-mnli,hf_local,structured_json,"On the couch with iPad propped on my gut full of breakfast tacos. A dangerous position for inertia. What's happening tonight, #SXSW friends?",neutral,iPad,"{""sentiment_labels"": [""negative"", ""positive"", ""neutral""], ""sentiment_scores"": [0.8128107786178589, 0.09908293932676315, 0.08810622990131378], ""topic_labels"": [""iPad"", ""iPad or iPhone App"", ""iPhone"", ""Other Google product or service"", ""Apple"", ""Android"", ""Google""], ""topic_scores"": [0.4183964431285858, 0.17009328305721283, 0.11729896068572998, 0.08173880726099014, 0.08000849187374115, 0.0686822310090065, 0.06378170102834702], ""sentiment"": ""negative"", ""topic"": ""iPad""}",negative,iPad,0.0687705055325447,
